id	author	title	date
10.2307/457106	Ernest H. Wilkins	Report of the Committee on Romance Language Instruction and the War	1919
10.2307/460953	Pierre Legouis	Marvell's "Little T. C. in a Prospect of Flowers_" an "Eclogue of the Golden Age"?	1971
10.2307/463140	Dennis Ryan	Action and Idiosyncrasy in the Lyric	1996
10.2307/462610	Houston A. Baker_ Jr.	Presidential Address 1992: Local Pedagogy; Or_ How I Redeemed My Spring Semester	1993
10.2307/463308	Frances Smith Foster	Not so Final Reflections_ but a Beginning	2000
10.2307/456209	Hugo A. Rennert	The Spanish Pastoral Romances	1892
10.2307/458527	Otto Müller	Joseph Viktor v. Scheffel und Otto Müller 1854-1861	1938
10.2307/25486178	Rosemarie Garland-Thomson	Disability and Representation	2005
10.2307/459550	Merritt Y. Hughes	The Historical Setting of Milton's Observations on the Articles of Peace_ 1649	1949
10.2307/456420		Appendix II. Proceedings of the Seventh Annual Meeting of the Central Division of the Modern Language Association of America_ 1901	1901
10.2307/460840	Edward H. Rosenberry	The Problem of Billy Budd	1965
10.2307/458183		American Bibliography for 1936	1936
10.2307/459528	Millicent Bell	Pierre Bayle and Moby Dick	1951
10.2307/460050	George Schulz-Behrend	Opitz' Übersetzung Von Barclays Argenis	1955
10.2307/461101		Front Matter	1971
10.2307/457981	Carl Selmer	Velarization and u-Vocalization of l in German Dialects	1933
10.2307/462981		Volume Information	1993
10.2307/459968	Esmond L. Marilla	That "Two-Handed Engine" Finally?	1952
10.2307/459228	Harold H. Scudder	Thackeray and Sir Martin Archer Shee	1946
10.2307/457120	Austin K. Gray	The Secret of Love's Labour's Lost	1924
10.2307/463487	Tzvetan Todorov - Alina Clej - Lawrence D. Kritzman - Frances Ferguson - Howard Young - Patrick Saveau - Gerard Genette	The Genealogy of the Intellectual since the French Enlightenment	1997
10.2307/459925	Victor M. Hamm	Meter and Meaning	1954
10.2307/457845		American Bibliography for 1932	1932
10.2307/456376	John Phelps Fruit - H. E. Greene	The Gardener's Daughter; Or_ the Pictures	1892
10.2307/457089	William A. Cooper	Goethe's Revision and Completion of His Tasso	1919
10.2307/459404	Erika von Erhardt-Siebold	The Old English Hunt Riddles	1948
10.2307/458467	Robert H. Wilson	Reed and Warton on the Old Wives Tale	1940
10.2307/25501674	Jennifer Scappettone	Utopia Interrupted: Archipelago as Sociolyric Structure in "A Draft of XXX Cantos"	2007
10.2307/459992	Doris M. Alexander	Psychological Fate in Mourning Becomes Electra	1953
10.2307/456128	Alexander Melville Bell	Note on Syllabic Consonants	1894
10.2307/2699154	LeRoy E. Kimball	Time Will Away	1955
10.2307/461553		Volume Information	1976
10.2307/462491	Donald W. Foster	Master W. H._ R. I. P.	1987
10.2307/462527	Edward Burns	Gertrude Stein	1988
10.2307/25501786		Back Matter	2007
10.2307/461633		Professional Notes and Comment	1975
10.2307/457118	Gordon Hall Gerould	A New Text of the Passio S. Margaritæ with Some Account of Its Latin and English Relations	1924
10.2307/459469	Curt F. Bühler	The Liber de Dictis Philosophorum Antiquorum and Common Proverbs in George Ashby's Poems	1950
10.2307/457918	S. A. Rhodes	Sources of Fromentin's Dominique	1930
10.2307/462675		Front Matter	1991
10.2307/457868	O. S. Fleissner	Ist Clara Viebig Konsequente Naturalistin?	1931
10.2307/459914	Karl J. R. Arndt	Charles Sealsfield and the Courrier des Etats-Unis	1953
10.2307/459835	Robert Champigny	Sens de la Nausée	1955
10.2307/456649	Aurelio M. Espinosa	Metipsimus in Spanish and French	1911
10.2307/459260		The South-Central Modern Language Association Re-Activated	1945
10.2307/463065	Thomas F. Bertonneau	PMLA's Criteria of Publication	1997
10.2307/460042	Stanley K. Coffman_ Jr.	Form and Meaning in Whitman's "'Passage to India"	1955
10.2307/2699016		Annual Meetings and Membership	1955
10.2307/459211		Meetings of the Executive Council	1944
10.2307/456731	James Holly Hanford	The Pastoral Elegy and Milton's Lycidas	1910
10.2307/460164	Marcel Kessel	The Mark of X in Claire Clairmont's Journals	1951
10.2307/461838		Professional Notes and Comment	1979
10.2307/1261225	Paul A. Brown - Harrison T. Meserole	1965 MLA International Bibliography of Books and Articles on the Modern Languages and Literatures	1966
10.2307/461611	Daniel M. Murtaugh	"Figurando il paradiso": The Signs That Render Dante's Heaven	1975
10.2307/461095	Kenneth B. Newell	Kipps and the Masterman Episode	1971
10.2307/459218	Pierre Delattre	Stages of Old French Phonetic Changes Observed in Modern Spanish	1946
10.2307/457040	J. P. Wickersham Crawford	The Vision Delectable of Alfonso de la Torre and Maimonides's Guide of the Perplexed	1913
10.2307/459722	Edward Hart	Some New Sources of Johnson's Lives	1950
10.2307/823204	Roger Bartra - Dierdra Reber	Allegories of Creativity and Territory	2003
10.2307/457369		Papers Read by Title	1923
10.2307/463117	Olga Lucía Valbuena	Sorceresses_ Love Magic_ and the Inquisition of Linguistic Sorcery in Celestina	1994
10.2307/457739	Ezra Kempton Maxfield	The Quakers in English Stage Plays before 1800	1930
10.2307/457756	Charles Bowie Millican	The Original of the Ballad "Kinge: Arthurs Death" in the Percy Folio Ms	1931
10.2307/463274	Mary Beth Rose	The Gendering of Authority in the Public Speeches of Elizabeth I	2000
10.2307/2699318		Honorary Members of the Modern Language Association of America	1961
10.2307/2699393		List of Members of the Modern Language Association of America	1988
10.2307/460006	George Fenwick Jones	"Christis Kirk_" "Peblis to the Play_" and the German Peasant-Brawl	1953
10.2307/461771		Back Matter	1980
10.2307/463162	Geoffrey H. Hartman	Guest Column: The Fate of Reading Once More	1996
10.2307/25501803	Ed Folsom	Database as Genre: The Epic Transformation of Archives	2007
10.2307/460754	Robert Scholes	Stephen Dedalus_ Poet or Esthete?	1964
10.2307/459648	D. J. Greene	The Johnsonian Canon: A Neglected Attribution	1950
10.2307/461819	Richard E. Matlak	Wordsworth's Lucy Poems in Psychobiographical Context	1978
10.2307/25501797	Charles J. Rzepka	Race_ Region_ Rule: Genre and the Case of Charlie Chan	2007
10.2307/2699212		Front Matter	1959
10.2307/462439	Roger Seamon	Poetics against Itself: On the Self-Destruction of Modern Scientific Criticism	1989
10.2307/461522	Gerhard J. Joseph	Poe and Tennyson	1973
10.2307/461986	Joel Conarroe	Editor's Column	1981
10.2307/460850	Wm. A. Little	Walt Whitman and the Nibelungenlied	1965
10.2307/457008	W. H. Schofield	The Chief Historical Error in Barbour's Bruce	1916
10.2307/462025		Procedures for Organizing Meetings for the MLA Convention and Policies for MLA Divisions and Discussion Groups	1983
10.2307/456444	F. N. Scott	Figurative Elements in the Terminology of English Grammar	1899
10.2307/459499		Front Matter	1950
10.2307/460247	Harvey Gross	Gerontion and the Meaning of History	1958
10.2307/457076	William Edward Mead	The American Dialect Dictionary	1914
10.2307/458743	Ray P. Bowen	The Composition of Balzac's Œuvres de Jeunesse and La Comedie Humaine: A Comparison	1940
10.2307/461099		Professional Notes and Comment	1971
10.2307/2699121		Proceedings of the Modern Language Association of America	1953
10.2307/459299	Robert J. Menner	The Vocabulary of the Old English Poems on Judgment Day	1947
10.2307/463111		Abstracts	1996
10.2307/457338		The Modern Language Association of America	1925
10.2307/457668		American Bibliography for 1928	1929
10.2307/457677	H. C. Heaton	On la Selva Confusa Attributed to Calderon	1929
10.2307/460417	Roy P. Basler - James Schroeter	Poe's "Ligeia"	1962
10.2307/460579	Ronald Sutherland	The Romaunt of the Rose and Source Manuscripts	1959
10.2307/456490	John Livingston Lowes	The Prologue to the Legend of Good Women Considered in Its Chronological Relations	1905
10.2307/462128	W. Daniel Wilson	Readers in Texts	1981
10.2307/460950	John J. Mood	"The Personal System" - Samuel Beckett's Watt	1971
10.2307/459151	Herbert Eveleth Greene	Browning's Knowledge of Music	1947
10.2307/457928	Vernon P. Helming	Edward Gibbon and Georges Deyverdun_ Collaborators in the Memoires Litteraires de la Grande Bretagne	1932
10.2307/461384	Albert J. von Frank - John R. Byers_ Jr.	House of the Seven Gables: An Unlikely Source	1974
10.2307/456236	John E. Matzke - L. E. Menger	The Question of Free and Checked Vowels in Gallic Popular Latin	1897
10.2307/459453	Jean Canu	André Gide et la Normandie	1950
10.2307/462703		Delegate Assembly Bylaws	1992
10.2307/463434		Professional Notes and Comment	1999
10.2307/460688	Frank G. Ryder	Toward a Revaluation of Goethe's Götz: The Protagonist	1962
10.2307/461915	Peter J. Rabinowitz	Assertion and Assumption: Fictional Patterns and the External World	1981
10.2307/25501778		Departmental Administrators	2007
10.2307/456599	W. A. R. Kerr	Antoine Heroët's Parfaite Amye	1905
10.2307/456578	W. E. Mead	Conflicting Ideals in the Teaching of English	1902
10.2307/460503	Sears Jayne	The Subject of Milton's Ludlow Mask	1959
10.2307/823144	Barri J. Gold	The Consolation of Physics: Tennyson's Thermodynamic Solution	2002
10.2307/459924		Front Matter	1954
10.2307/463327		Policies for Divisions_ Discussion Groups_ and Allied and Affiliate Organizations	2000
10.2307/463243	David L. Sedley	Sublimity and Skepticism in Montaigne	1998
10.2307/462838		Front Matter	1993
10.2307/461842	William D. Schaefer	Editor's Column	1977
10.2307/25501788		Volume Information	2007
10.2307/457772	Emerson Grant Sutcliffe	Fœmina Vera in Charles Reade's Novels	1931
10.2307/462510		Volume Information	1988
10.2307/456508	John E. Matzke	Contributions to the History of the Legend of Saint George_ with Special Reference to the Sources of the French_ German and Anglo-Saxon Metrical Versions	1902
10.2307/461055	Edward Dudley	Court and Country: The Fusion of Two Images of Love in Juan Rodríguez's El siervo libre de amor	1967
10.2307/457421	Walter A. Reichart	Gerhart Hauptmann's Germanen und Römer	1929
10.2307/459881	George Gibian	Traditional Symbolism in Crime and Punishment	1955
10.2307/1261123	O. B. Hardison	The MLA and Social Activism	1968
10.2307/823250	Etienne Balibar - Erin M. Williams	World Borders_ Political Borders	2002
10.2307/456148	Prof. Baskervill - Prof. Elliott	A Plea for the Study of Literature from an Æsthetic Standpoint: Discussion	1890
10.2307/458380	Gerda Okerlund	The Quarto Version of Henry V as a Stage Adaptation	1934
10.2307/462796	John W. Kronik	Editor's Column	1992
10.2307/458178	Edward Niles Hooker	The Discussion of Taste_ from 1750 to 1770_ and the New Trends in Literary Criticism	1934
10.2307/457818	Kemp Malone - F. Stanton Cawley	Ifarr and Inwær	1930
10.2307/456801	William Henry Schofield	Symbolism_ Allegory_ and Autobiography in the Pearl	1909
10.2307/462835		Professional Notes and Comment	1991
10.2307/463084	Phyllis Franklin	Report of the Executive Director	1994
10.2307/459200	Oskar Seidlin	Helena: vom Mythos zur Person	1947
10.2307/461514	Michael McCanles	The Literal and the Metaphorical: Dialectic or Interchange	1976
10.2307/461695	Yakira H. Frank - Timothy C. Blackburn - John Henry Raleigh - William B. Stone - Theodore Ziolkowski	The Telltale Teeth	1976
10.2307/459274	Clarence D. Thorpe	Keats and Hazlitt: A Record of Personal Relationship and Critical Estimate	1947
10.2307/463155	John D. Schaeffer	The Dialectic of Orality and Literacy: The Case of Book 4 of Augustine's De doctrina christiana	1996
10.2307/25501720	Nancy K. Miller	The Entangled Self: Genre Bondage in the Age of the Memoir	2007
10.2307/25501678	Marta Peixoto	Rio's Favelas in Recent Fiction and Film: Commonplaces of Urban Segregation	2007
10.2307/460722	Lillian Herlands Hornstein	King Robert of Sicily: A New Manuscript	1963
10.2307/462045	Neil M. Flax	The Presence of the Sign in Goethe's Faust	1983
10.2307/463610	Sandra M. Gilbert	1996: Shadows of Futurity: The Literary Imagination_ the MLA_ and the Twenty-First Century	2000
10.2307/459181	Cecilia Hennel Hendricks	Thomas de Quincey_ Symptomatologist	1945
10.2307/463038		Policies for Divisions_ Discussion Groups_ and Allied and Affiliate Organizations	1996
10.2307/462905		Professional Notes and Comment	1990
10.2307/459536	Murray Krieger	Measure for Measure and Elizabethan Comedy	1951
10.2307/456882		Constitution of the Modern Language Association of America	1907
10.2307/456229	Francis A. Wood	The Dialect of the Hildebrandslied	1896
10.2307/1261147	Claire Sprague	Dream and Disguise in "The Blithedale Romance"	1969
10.2307/25501802	Harsha Ram	The Sonnet and the Mukhambazi: Genre Wars on the Edges of the Russian Empire	2007
10.2307/459597	Robert Etheridge Moore	Dr. Johnson on Fielding and Richardson	1951
10.2307/456510	W. H. Carruth	The Religion of Friedrich Schiller	1904
10.2307/456472	Albert S. Cook	Notes on the Ruthwell Cross	1902
10.2307/459990		Volume Information	1953
10.2307/458608	André Lévêque	François de Curel: Observations sur la Creation dramatique	1937
10.2307/25486240		Prizes	2005
10.2307/459605	Albert Morey Sturtevant	Etymological Comments on Certain Words and Names in the Elder Edda	1951
10.2307/459206		American Bibliography for 1944	1944
10.2307/462857	Vaheed K. Ramazani	Historical Cliché: Irony and the Sublime in L'éducation Sentimentale	1993
10.2307/460285	C. Hugh Holman	The Unity of Faulkner's Light in August	1958
10.2307/461145	Francis J. Carmody	Rimbaud and La Tentation de Saint Antoine	1964
10.2307/461177	Ralph Ciancio	"The Sweetness of the Twisted Apples": Unity of Vision in Winesburg_ Ohio	1972
10.2307/25486246		A Concise Guide to Activities and Services	2005
10.2307/461040		Front Matter	1967
10.2307/463016	Richard Levin - Barbara Hodgdon	Intentions_ Foundationalism_ Symmetry	1994
10.2307/457508	Kemp Malone	Hrethric	1927
10.2307/1261357		Ethnic Studies Programs	2003
10.2307/461393	Thomas B. Gilmore_ Jr.	The Comedy of Swift's Scatological Poems	1976
10.2307/462333	Mark Hussey - Thomas C. Caramagno	Virginia Woolf and Madness	1989
10.2307/457394	Rosetta E. Shear	New Facts about Henry Porter	1927
10.2307/462293	Mary Jane Hurst	Fire Imagery	1985
10.2307/460286	Paull F. Baum	Chaucer's Puns: A Supplementary List	1958
10.2307/1261206	Joseph Axelrod	Ndea Foreign Language Institute Programs: The Development of a New Educational Model	1967
10.2307/459126	Alfred Owen Aldridge	Shaftesbury and the Test of Truth	1945
10.2307/459926	Frederic I. Carpenter	Hemingway Achieves the Fifth Dimension	1954
10.2307/458512	George W. Whiting	Conrad's Revision of "The Lighthouse" in Nostromo	1937
10.2307/460752	Paul O. Williams	The Concept of Inspiration in Thoreau's Poetry	1964
10.2307/459171	Kerby Neill	Spenser's Acrasia and Mary Queen of Scots	1945
10.2307/460745	Herbert Deinert	Die Entfaltung des Bösen in Böhmes Mysterium Magnum	1964
10.2307/459302	Charles C. Bell	A History of Fairfax Criticism	1947
10.2307/460047	Elisabeth Schneider	The Unknown Reviewer of Christabel: Jeffrey_ Hazlitt_ Tom Moore	1955
10.2307/459213		Constitution of the Modern Language Association of America	1944
10.2307/460597	Mary Christopher Pecheux	The Concept of the Second Eve in Paradise Lost	1960
10.2307/2699276	Richard K. Seymour	South Atlantic Modern Language Association	1963
10.2307/1261422	Nicholas Birns	Capitalization in "The British Empire"	2003
10.2307/25486232		Governance Structure	2005
10.2307/461334	Rodger L. Tarr - D. R. M. Wilkinson	Carlyle_ Tennyson_ and "Sincere" Literary Justice	1973
10.2307/458618		Proceedings of the Modern Language Association of America	1938
10.2307/461437		Report of the Rocky Mountain Modern Language Association	1973
10.2307/25486243		Executive Directors	2005
10.2307/456791		Back Matter	1911
10.2307/456206	Thomas McCabe	The Geste of Auberi le Bourgoing	1889
10.2307/463267	Mark Morrisson - Jack Selzer	Documenting Cultures of Modernism: Selections from Tambour	2000
10.2307/459087	Detlev W. Schumann	Conjunctive and Disjunctive Enumeration in Recent German Poetry	1945
10.2307/462555	John W. Kronik	Editor's Column	1990
10.2307/463118	François Rigolot	Rabelais_ Misogyny_ and Christian Charity: Biblical Intertextuality and the Renaissance Crisis of Exemplarity	1994
10.2307/461011	Harvey Stuart Irlen	Literature and Politics	1971
10.2307/459497	Hoxie N. Fairchild	A Communication to the Editor	1951
10.2307/458175	Harrison Gray Platt_ Jr.	Astrea and Celadon: An Untouched Portrait of Aphra Behn	1934
10.2307/463305	Peter Uwe Hohendahl	After Three Decades of Crisis: What Is the Purpose of a PhD Program in Foreign Languages?	2000
10.2307/458938	H. M. Smyser	The Middle English and Old Norse Story of Olive	1941
10.2307/462899	David Kaufmann	The Profession of Theory	1990
10.2307/463040		Proposed Amendments to the Constitution	1996
10.2307/823183	John M. Lipski	Rethinking the Place of Spanish	2002
10.2307/457385	William Haller	Southey's Later Radicalism	1922
10.2307/463120	Audrey Jaffe	Spectacular Sympathy: Visuality and Ideology in Dickens's A Christmas Carol	1994
10.2307/462135		Program of the Ninety-Seventh Annual Convention of the Modern Language Association of America	1982
10.2307/460874	Mark Boulby	Judgment by Epithet in Goethe's Torquato Tasso	1972
10.2307/456614	George Hempl	The Mo̵jebro Runic Stone: And the Runic Ligature for ng	1900
10.2307/461206	Thomas H. Fujimura	Mode and Structure in The Merchant of Venice	1966
10.2307/25486186	Michael Bérubé	Disability and Narrative	2005
10.2307/823211		Professional Notes and Comment	2003
10.2307/458706	Hugh H. MacMullan	The Satire of Walker's Vagabond on Rousseau and Godwin	1937
10.2307/461365		Professional Notes and Comment	1975
10.2307/461970	Javier Herrero	Renaissance Poverty and Lazarillo's Family: The Birth of the Picaresque Genre	1979
10.2307/461940	Carl Woodring	Nature and Art in the Nineteenth Century	1977
10.2307/456507	Albert Haas	The Comedies of J. C. Krüger	1902
10.2307/2699097		Committees of the Association_ 1930-57	1957
10.2307/459724	Robert Halsband	Addison's Cato and Lady Mary Wortley Montagu	1950
10.2307/457446	Aaron Schaffer	Is Rene Boylesve a Disciple of Balzac?	1926
10.2307/457717	Harry Kurz	Daudet's Atmospheric Sensibility	1929
10.2307/1261512	Par Albert Chesneau	La Marquise Sortit à Cinq Heures	1969
10.2307/457784	Don Cameron Allen	The Classical Scholarship of Francis Meres	1933
10.2307/1261174		Philological Association of the Pacific Coast	1966
10.2307/456453	Raymond Weeks	The Geste de Guillaume at the End of the Eleventh Century	1899
10.2307/463450	Günter Grass - Michael Henry Heim	"To Be Continued..."	2000
10.2307/457587	Charles C. Fries	The Rules of Common School Grammars	1927
10.2307/458246	Newton Phelps Stallknecht	The Doctrine of Coleridge's Dejection and Its Relation to Wordsworth's Philosophy	1934
10.2307/461625	A. Dwight Culler	Monodrama and the Dramatic Monologue	1975
10.2307/462831	Herbert Penzl - Herbert Lindenberger	A 1951 Dialogue on Interpretation	1991
10.2307/459170	Isidore Silver	Du Bellay and Hellenic Poetry a Cursory View	1945
10.2307/463336		Procedures for Organizing Meetings at the MLA Convention	1998
10.2307/456374	J. W. Pearce - Francis A. March - A. Marshall Elliott	Did King Alfred Translate the Historia Ecclesiastica?	1892
10.2307/461347	Charles C. Bernheimer	Cloaking the Self: The Literary Space of Gogol's "Overcoat"	1975
10.2307/459736	William A. Nitze	Additional Note on Arthurian Names	1950
10.2307/461646	Albert C. Chesneau	Idée de révolution et principe de réversibilité dans Le Balcon et Les Nègres de Jean Genet	1973
10.2307/2699036		American Bibliography for 1949	1950
10.2307/456652	Raymond D. Havens	Romantic Aspects of the Age of Pope	1912
10.2307/462503	Alan C. Leidner	A Titan in Extenuating Circumstances: Sturm und Drang and the Kraftmensch	1989
10.2307/459450		Front Matter	1950
10.2307/458793	Hazelton Spencer	Shakespearean Cuts in Restoration Dublin	1942
10.2307/1261255		Report of the Rocky Mountain Modern Language Association	1969
10.2307/1261169	Michael F. Shugrue	New Materials for the Teaching of English: The English Program of the USOE	1966
10.2307/463312	A. Leigh Deneef	Discussion Group Notes from "The Purpose of the PhD as Preparation for Employment"	2000
10.2307/458337	Garrett Mattingly	The Date of Shakespeare's Sonnet CVII	1933
10.2307/456834		Back Matter	1907
10.2307/461715		Professional Notes and Comment	1977
10.2307/1261289	Clifton Cherpack	The Literary Periodization of Eighteenth-Century France	1969
10.2307/458412	John Edwin Wells	Lyrical Ballads_ 1800: Cancel Leaves	1938
10.2307/456389	L. Emil Menger - J. E. Matzke	Irregular Forms of the Possessive Pronouns in Italian	1892
10.2307/459624	Arthur H. Nethercot	The Truth about Candida	1949
10.2307/458895	W. F. Gallaway_ Jr.	The Conservative Attitude toward Fiction_ 1770-1830	1940
10.2307/461878	Roger W. Herzel	"Much Depends on the Acting": The Original Cast of Le Misanthrope	1980
10.2307/456608	Prentiss C. Hoyt	The Home of the Beves Saga	1902
10.2307/457881	Oscar Cargill	The Date of the A-Text of Piers Ploughman	1932
10.2307/457199	John W. Draper	Aristotelian 'Mimesis' in Eighteenth Century England	1921
10.2307/456908	Howard J. Savage	The Beginning of Italian Influence in English Prose Fiction	1917
10.2307/460076	Robert A. Caldwell	The "History of the Kings of Britain" in College of Arms Ms. Arundel XXII	1954
10.2307/457488	Hermann Collitz	Das Schwache Präteritum als Mischbildung	1928
10.2307/459240	Louise C. Turner Forest	A Caveat for Critics against Invoking Elizabethan Psychology	1946
10.2307/458516	Ernst A. Philippson	Runenforschung und Germanische Religionsgeschichte	1938
10.2307/2699179		Honorary Fellows of the Modern Language Association of America	1963
10.2307/462410	Charles A. Owen_ Jr. - James Dean	Ordering the Canterbury Tales	1986
10.2307/460640	Douglas George Creighton	Man and Mind in Diderot and Helvétius	1956
10.2307/460102	Frederick P. W. McDowell	Psychology and Theme in Brother to Dragons	1955
10.2307/2699435		Honorary Members of the Modern Language Association of America	1958
10.2307/457519	Ruth C. Wallerstein	Personal Experience in Rossetti's "House of Life"	1927
10.2307/462509		Back Matter	1989
10.2307/25486314		In Memoriam	2006
10.2307/456161	P. B. Marcou - T. Atkinson Jenkins	Are French Poets Poetical?: Discussion	1898
10.2307/457127	Charles E. Whitmore	The Validity of Literary Definitions	1924
10.2307/461509	James H. Averill	Suffering and Calm in Wordsworth's Early Poetry	1976
10.2307/458214	Nadine Page	The Public Repudiation of Hero	1935
10.2307/458692	E. Wayne Marjarum	The Symbolism of Shelley's "To a Skylark"	1937
10.2307/462367		Back Matter	1986
10.2307/460246	Chester G. Anderson	James Joyce's "Tilly"	1958
10.2307/457680	Walter Graham - William Reitzel	Scott and Mr. Reitzel	1929
10.2307/458869	G. Bonfante	The Romance Desiderative Se	1942
10.2307/462614	Sharon Davie	Free Mules_ Talking Buzzards_ and Cracked Plates: The Politics of Dislocation in Their Eyes were Watching God	1993
10.2307/463224		Program	1999
10.2307/25501698	Tara McPherson	No Natural Disaster: New Orleans_ Katrina_ and War	2007
10.2307/458731	William Wistar Comfort	The Literary Rôle of the Saracens in the French Epic	1940
10.2307/2699387		The Committee on Scholarly Editions: Aims and Policies	1988
10.2307/460062		Front Matter	1954
10.2307/2699044		Constitution of the Modern Language Association of America	1956
10.2307/1261450	John R. Knott_ Jr.	Milton's Heaven	1970
10.2307/463055	Lawrence Buell	Teaching English in American Universities-1895	1997
10.2307/462617	Richard T. Gray	The Dialectic of "Enscentment": Patrick Süskind's Das Parfum as Critical History of Enlightenment Culture	1993
10.2307/461953	William D. Schaefer	Editor's Column	1978
10.2307/25486301	Ann Petry - Gene Jarrett - Arnold Petri	Marie of the Cabin Club	2006
10.2307/1261286	Paul Zietlow	Thomas Hardy and William Barnes: Two Dorset Poets	1969
10.2307/461266	Victor M. Hamm	Dryden's Religio Laici and Roman Catholic Apologetics	1965
10.2307/462343	Michael Bérubé	Masks_ Margins_ and African American Modernism: Melvin Tolson's Harlem Gallery	1990
10.2307/456231	Ernst Voss	Antwurt vnd Klag mit Entschuldi-gung Doctor Murners wider Bru<sup>o</sup>der Michel Stifel	1896
10.2307/462273	Wayne C. Booth	Presidential Address: Arts and Scandals 1982	1983
10.2307/460555	William F. Heald	Soledad in the Poetry of Jorge Carrera Andrade	1961
10.2307/461793		Back Matter	1978
10.2307/2699281		[Index]	1964
10.2307/2698982		Front Matter	1953
10.2307/463368		Professional Notes and Comment	1998
10.2307/2699109	Drew B. Pallette	Philological Association of the Pacific Coast	1954
10.2307/461315	Bickford Sylvester	Hemingway's Extended Vision: The Old Man and the Sea	1966
10.2307/459073	Johnstone Parr	The Date and Revision of Chaucer's Knight's Tale	1945
10.2307/458458	O. S. Fleissner	Bilder und Gleichnisse in Gottfried Kellers Prosawerken	1940
10.2307/458650	Willa McClung Evans	Henry Lawes and Charles Cotton	1938
10.2307/460095	Leonard F. Dean	Richard II: The State and the Image of the Theater	1952
10.2307/1261404	Justin O'Brien	Proust Confirmed by Neurosurgery	1970
10.2307/462931	Patricia Meyer Spacks	Presidential Address 1994: Reality-Our Subject and Discipline	1995
10.2307/25486348	Juniper Ellis	"Tatau" and "Malu": Vital Signs in Contemporary Samoan Literature	2006
10.2307/462541		Front Matter	1987
10.2307/461325	Rudi Prusok	Science in Mann's Zauberberg: The Concept of Space	1973
10.2307/459628	Irene Samuel	Milton on Learning and Wisdom	1949
10.2307/462704		A Concise Guide to Activities and Services	1992
10.2307/460031	Bruce Dearing	Gavin Douglas' Eneados: A Reinterpretation	1952
10.2307/461729	Joel Conarroe	Editor's Column	1980
10.2307/457188	W. C. Decker	Lessing's Set of Horses Identified	1924
10.2307/2698996		A Finding List for PMLA	1953
10.2307/462361	John B. Dillon - Gordon Teskey	Milton's Homer	1986
10.2307/456350	Albert H. Tolman	A View of the Views about "Hamlet"	1898
10.2307/457279		American Bibliography for 1923	1924
10.2307/462957		Professional Notes and Comment	1997
10.2307/25501709		Abstracts	2007
10.2307/463639	Paul Jay	Beyond Discipline? Globalization and the Future of English	2001
10.2307/458424	F. Courtney Tarr	Romanticism in Spain	1940
10.2307/462142	Joan Dejean	Lafayette's Ellipses: The Privileges of Anonymity	1984
10.2307/823201	John Carlos Rowe	Nineteenth-Century United States Literary Culture and Transnationality	2003
10.2307/456501	E. C. Hills	Notes on Canadian French	1903
10.2307/458328	Mary Aquinas Devlin	The Chronology of Bishop Brunton's Sermons	1936
10.2307/457236		Volume Information	1920
10.2307/460189	J. Robert Loy	Things in Recent French Literature	1956
10.2307/2698980	Robert Graham Sawyer	1949 Research in Progress in the Modern Languages and Literatures	1949
10.2307/458791	Meno Spann	Der Josephroman in Thomas Manns Gesamtwerk	1942
10.2307/461092	Robert P. Saalbach	Literature and Morality	1971
10.2307/457793	C. E. Parmenter - A. V. Blanc	An Experimental Study of Accent in French and English	1933
10.2307/463119	Tricia Lootens	Hemans and Home: Victorianism_ Feminine "Internal Enemies_" and the Domestication of National Identity	1994
10.2307/463612	Edward W. Said	1999: Humanism and Heroism	2000
10.2307/458914		Back Matter	1941
10.2307/456538	Camillo von Klenze	Goethe's Successors in Italy in the Nineteenth Century	1903
10.2307/457684	Marie C. Lyle	The Original Identity of the York and Towneley Cycles-A Rejoinder	1929
10.2307/456450		The Central Division of the Modern Language Association of America	1899
10.2307/463215		Policies for Divisions_ Discussion Groups_ and Allied and Affiliate Organizations	1997
10.2307/459111	Joseph Remenyi	Ferenc Molnar_ Hungarian Playwright	1946
10.2307/457077	M. Ellwood Smith	Four Hitherto Unidentified Letters by Alexander Pope	1914
10.2307/2699088	Claude P. Viens - Philip Wadsworth	Foreign Language Entrance and Degree Requirements for the M.A._ M.S._ and Ph.D. Degrees	1957
10.2307/25501676	Vicky Unruh	"It's a Sin to Bring down an Art Deco": Sabina Berman's Theater among the Ruins	2007
10.2307/25486247		The MLA Staff	2005
10.2307/1261370		Report of the Philological Association of the Pacific Coast	1970
10.2307/25501685	John Zaixin Zhang	"Postmodern" Space in the Heart of Beijing: From the National Theater to the Palace Museum	2007
10.2307/457823	Charles David Abbott	Christopher Smart's Madness	1930
10.2307/463185		Delegate Assembly Bylaws	1995
10.2307/461697	William D. Schaefer - Haskins - Sells	Report of the Executive Director	1976
10.2307/457428		Front Matter	1926
10.2307/458312	Raphael Levy	Le Symbole Du Saule Chez Conon De Béthune	1936
10.2307/462251		Procedures for Organizing Meetings for the MLA Convention and Policies for MLA Divisions and Discussion Groups	1985
10.2307/457534	Charles C. Fries	The Periphrastic Future with Shall and Will in Modern English	1925
10.2307/460130	Roy R. Male_ Jr.	The Dual Aspects of Evil in "Rappaccini's Daughter"	1954
10.2307/458166	Arthur E. Du Bois	The Unity of Beowulf	1934
10.2307/463101	Domna C. Stanton	Editor's Column: Testing the Myths: PMLA Submissions and Acceptances_ 1973-92	1996
